symbol	unit	chapter_at	chapter_n	later_at	later_n	chapter_line	later_line
api_mode	个	chapters/r2-turn-loop-and-model-access.md:32	1	notes/r9c-raw-transport-contract.md:829	4	3. **多协议适配**。一个循环驱动四种完全不同的模型服务协议,靠一个叫 `api_mode` 的字符串分流,细节全部	**◇ 定案 2**:`api_mode` 这个字段承担了两种不同性质的取值——四个是"线上协议",
api_mode	个	chapters/r2-turn-loop-and-model-access.md:336	1	notes/r9c-raw-transport-contract.md:829	4	**设计**:把"用哪种线协议"抽象成一个字符串 `api_mode`(线协议:两台机器之间约定的数据格式)。四种取值	**◇ 定案 2**:`api_mode` 这个字段承担了两种不同性质的取值——四个是"线上协议",
read_file	个	chapters/r2-turn-loop-and-model-access.md:47	3	notes/r9c-raw-transport-contract.md:2104	1	- harness 执行搜索,把结果发回模型。模型看了结果,回:"我再 `read_file` 看看这三个文件的上下文。"	难点是**两种原名映射到同一个线上名**:`mcp__read_file` 可能来自原生工具 `read_file`,
status	个	chapters/r1-what-is-hermes-agent.md:118	122	notes/r9d-01-scope-and-l1-closeout.md:135	514	**不**回答"它学过没有"。后者在台账的 `status` 列里,当前仍有 **8,122 个文件 / 2,236,870 行**	开工时 L1 内的 `status` 分布(514 个已 deep-read + 49 个未开工 = 563):
status	个	chapters/r8a-configuration-surface.md:140	2	notes/r9d-01-scope-and-l1-closeout.md:135	514	而如果他两个名字都留着(升级期常见做法),`status` 会显示**旧名的值**——	开工时 L1 内的 `status` 分布(514 个已 deep-read + 49 个未开工 = 563):
whatsapp.py	个	chapters/r7b-platform-integration.md:794	3	notes/r9d-01-scope-and-l1-closeout.md:213	18	`discord.py`、`whatsapp.py` —— **三个里两个不存在**(已迁到插件目录)。	| R8B | 18 | 1,085 | `hermes_cli/subcommands/` 下 18 个:`backup.py`(38)、`claw.py`(92)、`console.py`(18)、`debug.py`(100)、`ho
whatsapp.py	个	chapters/r7b-platform-integration.md:796	1	notes/r9d-01-scope-and-l1-closeout.md:213	18	——它拿一个已经不在这个目录下的 `whatsapp.py` 跟自己作对比:	| R8B | 18 | 1,085 | `hermes_cli/subcommands/` 下 18 个:`backup.py`(38)、`claw.py`(92)、`console.py`(18)、`debug.py`(100)、`ho
status	个	chapters/r1-what-is-hermes-agent.md:118	122	notes/r9d-01-scope-and-l1-closeout.md:296	40	**不**回答"它学过没有"。后者在台账的 `status` 列里,当前仍有 **8,122 个文件 / 2,236,870 行**	所以路径零命中意味着**该文件上没有任何一条可溯源断言**。足以说明 `status` 列在这 40 个文件上
status	个	chapters/r8a-configuration-surface.md:140	2	notes/r9d-01-scope-and-l1-closeout.md:296	40	而如果他两个名字都留着(升级期常见做法),`status` 会显示**旧名的值**——	所以路径零命中意味着**该文件上没有任何一条可溯源断言**。足以说明 `status` 列在这 40 个文件上
messaging	个	chapters/r9a-capability-organization.md:429	30	notes/r9d-90-handover-agents-md-toolset-census.md:30	58	| ▲4 | `AGENTS.md:971-974` | 列出 30 个 toolset 键 | 其中 `messaging` / `moa` / `rl` **不存在** |	代码有 58 个,文档还漏 28 个」;R9A 只判定了**文档有而代码无**的 3 个(`messaging`、`moa`、`rl`),
config.yaml	个	chapters/r8a-configuration-surface.md:18	6	notes/r9d-90-handover-agents-md-toolset-census.md:410	1	3. 但**同一份 `config.yaml` 有六个读取函数**(本轮清点为五个,R8B 补上了启动最早期的	> 一个照着 AGENTS.md 去配置的人,在 `config.yaml` 里看到 `platform_toolsets: {cli: [hermes-cli]}`
config.yaml	个	chapters/r8a-configuration-surface.md:25	2	notes/r9d-90-handover-agents-md-toolset-census.md:410	1	两个系统之间的桥还是**双向**的:`config.yaml` 的顶层标量会反过来变成环境变量。	> 一个照着 AGENTS.md 去配置的人,在 `config.yaml` 里看到 `platform_toolsets: {cli: [hermes-cli]}`
config.yaml	个	chapters/r8a-configuration-surface.md:343	2	notes/r9d-90-handover-agents-md-toolset-census.md:410	1	这不是纸上推演。同一个 `HERMES_HOME`,同一份只设了两个嵌套叶子键的 `config.yaml`:	> 一个照着 AGENTS.md 去配置的人,在 `config.yaml` 里看到 `platform_toolsets: {cli: [hermes-cli]}`
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:129	2	notes/r9d-90-handover-agents-md-toolset-census.md:410	1	上一轮(R8A)的结论是:同一份 `config.yaml` 被两个装载器读,合并语义不一样。	> 一个照着 AGENTS.md 去配置的人,在 `config.yaml` 里看到 `platform_toolsets: {cli: [hermes-cli]}`
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:191	4	notes/r9d-90-handover-agents-md-toolset-census.md:410	1	四个消费面实跑对照(全新安装,没有 `config.yaml`):	> 一个照着 AGENTS.md 去配置的人,在 `config.yaml` 里看到 `platform_toolsets: {cli: [hermes-cli]}`
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:552	5	notes/r9d-90-handover-agents-md-toolset-census.md:410	1	- **◇-R8B-b** `config.yaml` 的读取函数应从上一轮的**五个**更正为**六个**;第六个是启动最早期的 `_config_default_interface_early`(`hermes_cli/main.py:	> 一个照着 AGENTS.md 去配置的人,在 `config.yaml` 里看到 `platform_toolsets: {cli: [hermes-cli]}`
messaging	个	chapters/r9a-capability-organization.md:429	30	notes/r9d-90-handover-agents-md-toolset-census.md:419	2	| ▲4 | `AGENTS.md:971-974` | 列出 30 个 toolset 键 | 其中 `messaging` / `moa` / `rl` **不存在** |	**这是同一条句子上的第二个 ▲**——R9A 已判的 `messaging`/`moa`/`rl` 是"文档列了、代码删了"
enabled	个	chapters/r8a-configuration-surface.md:1649	3	notes/r9d-90-handover-agents-md-toolset-census.md:522	2	文档说"你可以定制发现行为",给出 `enabled` / `provider_filter` / `refresh_interval` 三个键。	没有 `enabled` / `disabled` 两个子键:
video_gen	个	chapters/r8a-configuration-surface.md:1418	2	notes/r9d-90-handover-agents-md-toolset-census.md:665	7	**`"web"` 就在那儿。** 更要命的是,注释自己说了 `web` 与 `video_gen` 这两个类目	- **7 个能力 toolset = ▲**(`x_search`/`video_gen`/`bfl`/`computer_use`/`context_engine`/
tests/	处	chapters/r2-turn-loop-and-model-access.md:148	1	notes/r9d-90-handover-credential-landing.md:197	130	--include=*.py`,全仓,不排除任何目录;`tests/` 下另有一处只是断言它为 `False`):一次是上面这个读、	得到 **130 处**(不含 `tests/`),另用 `--include=*.ts --include=*.tsx --include=*.js` 扫前端,
tests/	处	chapters/r2-turn-loop-and-model-access.md:148	1	notes/r9d-90-handover-credential-landing.md:241	24	--include=*.py`,全仓,不排除任何目录;`tests/` 下另有一处只是断言它为 `False`):一次是上面这个读、	命中 24 处,已逐条看过 `state` 的构造来源)。**排除项**:`tests/` 下的 fixture(它们直接构造
tests/	处	chapters/r2-turn-loop-and-model-access.md:148	1	notes/r9d-90-handover-credential-landing.md:278	2	--include=*.py`,全仓,不排除任何目录;`tests/` 下另有一处只是断言它为 `False`):一次是上面这个读、	`tests/`、2 处是 `hermes_cli/urllib_security.py` 自身的定义与 `__all__`),产品侧**调用方只有 4 个**:
urlopen	个	chapters/r8d-self-custody.md:328	4	notes/r9d-90-handover-credential-landing.md:410	5	代价是这个保护**只在 4 个文件 5 处采用**,而全仓有 60 多个裸 `urlopen` 调用。◇	| `_request` 跨源重定向不泄漏 Bearer | **没有** | `tests/hermes_cli/test_nous_billing_request.py` 的 5 个用例全部 monkeypatch 掉 `urlopen
config.yaml	个	chapters/r8a-configuration-surface.md:18	6	notes/r9d-90-handover-credential-landing.md:912	2	3. 但**同一份 `config.yaml` 有六个读取函数**(本轮清点为五个,R8B 补上了启动最早期的	两个落点(令牌 → `~/.hermes/.env`;开关与项目 ID → `config.yaml`),
config.yaml	个	chapters/r8a-configuration-surface.md:204	1	notes/r9d-90-handover-credential-landing.md:912	2	也就是说,用户可以在 `config.yaml` 里写一个**任意名字**的顶层标量,给技能脚本和外部程序	两个落点(令牌 → `~/.hermes/.env`;开关与项目 ID → `config.yaml`),
config.yaml	个	chapters/r8a-configuration-surface.md:343	1	notes/r9d-90-handover-credential-landing.md:912	2	这不是纸上推演。同一个 `HERMES_HOME`,同一份只设了两个嵌套叶子键的 `config.yaml`:	两个落点(令牌 → `~/.hermes/.env`;开关与项目 ID → `config.yaml`),
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:191	4	notes/r9d-90-handover-credential-landing.md:912	2	四个消费面实跑对照(全新安装,没有 `config.yaml`):	两个落点(令牌 → `~/.hermes/.env`;开关与项目 ID → `config.yaml`),
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:552	5	notes/r9d-90-handover-credential-landing.md:912	2	- **◇-R8B-b** `config.yaml` 的读取函数应从上一轮的**五个**更正为**六个**;第六个是启动最早期的 `_config_default_interface_early`(`hermes_cli/main.py:	两个落点(令牌 → `~/.hermes/.env`;开关与项目 ID → `config.yaml`),
config.yaml	个	chapters/r8c-dashboard-and-web.md:412	1	notes/r9d-90-handover-credential-landing.md:912	2	| ■ | `hermes_cli/web_server.py:2453`、`:2573` | 同一个 `config.yaml`:读端点 403、写端点 200;可清空 `approvals.deny` |	两个落点(令牌 → `~/.hermes/.env`;开关与项目 ID → `config.yaml`),
config.yaml	个	chapters/r8a-configuration-surface.md:18	6	notes/r9d-90-handover-credential-landing.md:936	1	3. 但**同一份 `config.yaml` 有六个读取函数**(本轮清点为五个,R8B 补上了启动最早期的	| U-3 | `_reject_denylisted_env_var` 能挡住把 `access_token_env` 配成 `PATH` 这类攻击,是**读代码推出**的;我只实测了正常键名 `BWS_ACCESS_TOKEN` 落盘成
config.yaml	个	chapters/r8a-configuration-surface.md:25	2	notes/r9d-90-handover-credential-landing.md:936	1	两个系统之间的桥还是**双向**的:`config.yaml` 的顶层标量会反过来变成环境变量。	| U-3 | `_reject_denylisted_env_var` 能挡住把 `access_token_env` 配成 `PATH` 这类攻击,是**读代码推出**的;我只实测了正常键名 `BWS_ACCESS_TOKEN` 落盘成
config.yaml	个	chapters/r8a-configuration-surface.md:343	2	notes/r9d-90-handover-credential-landing.md:936	1	这不是纸上推演。同一个 `HERMES_HOME`,同一份只设了两个嵌套叶子键的 `config.yaml`:	| U-3 | `_reject_denylisted_env_var` 能挡住把 `access_token_env` 配成 `PATH` 这类攻击,是**读代码推出**的;我只实测了正常键名 `BWS_ACCESS_TOKEN` 落盘成
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:129	2	notes/r9d-90-handover-credential-landing.md:936	1	上一轮(R8A)的结论是:同一份 `config.yaml` 被两个装载器读,合并语义不一样。	| U-3 | `_reject_denylisted_env_var` 能挡住把 `access_token_env` 配成 `PATH` 这类攻击,是**读代码推出**的;我只实测了正常键名 `BWS_ACCESS_TOKEN` 落盘成
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:191	4	notes/r9d-90-handover-credential-landing.md:936	1	四个消费面实跑对照(全新安装,没有 `config.yaml`):	| U-3 | `_reject_denylisted_env_var` 能挡住把 `access_token_env` 配成 `PATH` 这类攻击,是**读代码推出**的;我只实测了正常键名 `BWS_ACCESS_TOKEN` 落盘成
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:552	5	notes/r9d-90-handover-credential-landing.md:936	1	- **◇-R8B-b** `config.yaml` 的读取函数应从上一轮的**五个**更正为**六个**;第六个是启动最早期的 `_config_default_interface_early`(`hermes_cli/main.py:	| U-3 | `_reject_denylisted_env_var` 能挡住把 `access_token_env` 配成 `PATH` 这类攻击,是**读代码推出**的;我只实测了正常键名 `BWS_ACCESS_TOKEN` 落盘成
urlopen	个	chapters/r8d-self-custody.md:328	4	notes/r9d-90-handover-credential-landing.md:947	6	代价是这个保护**只在 4 个文件 5 处采用**,而全仓有 60 多个裸 `urlopen` 调用。◇	| **H-R9C-a** | **改判**:env 分支非缺陷(推翻);stored 分支降级为设计缺口;**新增 ■ = 裸 `urlopen` 跨源重定向泄漏 Bearer**,与 H-R9A-a 同型 | `hermes_cli/n
read_file	个	chapters/r2-turn-loop-and-model-access.md:47	3	notes/r9d-90-handover-process-and-verification.md:527	4	- harness 执行搜索,把结果发回模型。模型看了结果,回:"我再 `read_file` 看看这三个文件的上下文。"	| `tools/file_tools.py` | 注册 4 个:`read_file` / `write_file` / `patch` / `search_files` | `write_file`、`patch` **名字对得上** 
read_file	个	chapters/r3-tool-infrastructure.md:303	1	notes/r9d-90-handover-process-and-verification.md:527	4	都换成下划线),所以 `read-file` 和 `read_file` 会撞成同一个名字。撞了怎么办?**全部跳过,不选任何一个	| `tools/file_tools.py` | 注册 4 个:`read_file` / `write_file` / `patch` / `search_files` | `write_file`、`patch` **名字对得上** 
read_file	个	chapters/r2-turn-loop-and-model-access.md:47	3	notes/r9d-90-handover-process-and-verification.md:532	4	- harness 执行搜索,把结果发回模型。模型看了结果,回:"我再 `read_file` 看看这三个文件的上下文。"	只有 `patch` / `read_file` / `search_files` / `write_file` 四个。
read_file	个	chapters/r3-tool-infrastructure.md:303	1	notes/r9d-90-handover-process-and-verification.md:532	4	都换成下划线),所以 `read-file` 和 `read_file` 会撞成同一个名字。撞了怎么办?**全部跳过,不选任何一个	只有 `patch` / `read_file` / `search_files` / `write_file` 四个。
terminal	个	chapters/r8a-configuration-surface.md:490	1	notes/r9d-91-handover-rulings.md:263	2	同一个形状(老键名 + 新键名 + CLI 默认值里钉着老键名)在 `terminal` 上**被正确处理了**:	- **成立的部分**:白名单只有 `write_file` / `patch` 两个名字,经 `terminal` / `execute_code` /
urlopen	处	chapters/r8d-self-custody.md:328	5	notes/r9d-91-handover-rulings.md:683	2	代价是这个保护**只在 4 个文件 5 处采用**,而全仓有 60 多个裸 `urlopen` 调用。◇	**读同一个 stored 字段 + 挂 Bearer + 走 `urlopen` 且不查清单 = 2 处
urlopen	个	chapters/r8d-self-custody.md:328	4	notes/r9d-91-handover-rulings.md:683	1	代价是这个保护**只在 4 个文件 5 处采用**,而全仓有 60 多个裸 `urlopen` 调用。◇	**读同一个 stored 字段 + 挂 Bearer + 走 `urlopen` 且不查清单 = 2 处
urlopen	处	chapters/r8d-self-custody.md:328	5	notes/r9d-91-handover-rulings.md:725	2	代价是这个保护**只在 4 个文件 5 处采用**,而全仓有 60 多个裸 `urlopen` 调用。◇	**范围仍是 2 处**:`hermes_cli/dashboard_register.py` 同型(读 stored、挂 Bearer、走 `urlopen`),
urlopen	处	chapters/r8d-self-custody.md:328	5	notes/r9d-91-handover-rulings.md:770	2	代价是这个保护**只在 4 个文件 5 处采用**,而全仓有 60 多个裸 `urlopen` 调用。◇	| **H-R9C-a** | `hermes_cli/nous_billing.py:413`:`with urllib.request.urlopen(req, timeout=timeout) as resp:` | **三段拆分(经
bws_cache	个	chapters/r9c-external-interfaces.md:447	4	notes/r9d-92-mainline-tests-and-crosschecks.md:136	0	`bws_cache` 出现在**四个守卫点**;`op_cache` 只出现在**它自己的模块里**——零个守卫点。	R9C §6.2 第 8 条主线复核记:「`bws_cache` 出现在 **4 个守卫点**,`op_cache` 出现在 **0 个**」。
op_cache	个	chapters/r9c-external-interfaces.md:447	4	notes/r9d-92-mainline-tests-and-crosschecks.md:136	0	`bws_cache` 出现在**四个守卫点**;`op_cache` 只出现在**它自己的模块里**——零个守卫点。	R9C §6.2 第 8 条主线复核记:「`bws_cache` 出现在 **4 个守卫点**,`op_cache` 出现在 **0 个**」。
auth.json	个	chapters/r8d-self-custody.md:374	1	notes/r9d-92-mainline-tests-and-crosschecks.md:384	5	dashboard 有一个文件管理器。它的**读**侧有一道守卫,会挡住 `.env`、`auth.json`	**五个里唯独 `auth.json` 没挡住,而它恰恰是主凭据库。** 端到端实证(临时 HERMES_HOME,不碰真环境):
read_file	个	chapters/r2-turn-loop-and-model-access.md:47	3	notes/r9d-92-mainline-tests-and-crosschecks.md:463	1	- harness 执行搜索,把结果发回模型。模型看了结果,回:"我再 `read_file` 看看这三个文件的上下文。"	**同一个文件,`read_file` 判「拒绝」,`patch` 判「成功」并把两个密钥逐字交给模型。**
